
DECIMAL       HEXADECIMAL     DESCRIPTION
485217462     0x1CEBD4B6      Zlib compressed data, best compression
485218303     0x1CEBD7FF      Zlib compressed data, best compression
485236959     0x1CEC20DF      PNG image, 276 x 260, 8-bit/color RGB, non-interlaced
485237044     0x1CEC2134      Zlib compressed data, best compression
485239732     0x1CEC2BB4      Zlib compressed data, best compression
485265000     0x1CEC8E68      PNG image, 512 x 277, 8-bit grayscale, non-interlaced
485265085     0x1CEC8EBD      Zlib compressed data, best compression
485265926     0x1CEC9206      Zlib compressed data, best compression
485282213     0x1CECD1A5      PNG image, 740 x 228, 8-bit grayscale, non-interlaced
485282298     0x1CECD1FA      Zlib compressed data, best compression
485283139     0x1CECD543      Zlib compressed data, best compression
485315626     0x1CED542A      PNG image, 740 x 215, 8-bit grayscale, non-interlaced
485315711     0x1CED547F      Zlib compressed data, best compression
485316552     0x1CED57C8      Zlib compressed data, best compression
485349516     0x1CEDD88C      JPEG image data, JFIF standard 1.02
485349705     0x1CEDD949      Copyright string: "Copyright Flag"
485350350     0x1CEDDBCE      JPEG image data, JFIF standard 1.02
485370041     0x1CEE28B9      PNG image, 740 x 226, 8-bit grayscale, non-interlaced
485370126     0x1CEE290E      Zlib compressed data, best compression
485370967     0x1CEE2C57      Zlib compressed data, best compression
485405978     0x1CEEB51A      PNG image, 345 x 478, 8-bit grayscale, non-interlaced
485406063     0x1CEEB56F      Zlib compressed data, best compression
485406904     0x1CEEB8B8      Zlib compressed data, best compression
485441551     0x1CEF400F      PNG image, 740 x 213, 8-bit grayscale, non-interlaced
485441636     0x1CEF4064      Zlib compressed data, best compression
485442477     0x1CEF43AD      Zlib compressed data, best compression
485463181     0x1CEF948D      PNG image, 268 x 301, 8-bit grayscale, non-interlaced
485463266     0x1CEF94E2      Zlib compressed data, best compression
485464107     0x1CEF982B      Zlib compressed data, best compression
485480722     0x1CEFD912      PNG image, 275 x 333, 8-bit grayscale, non-interlaced
485480807     0x1CEFD967      Zlib compressed data, best compression
485481648     0x1CEFDCB0      Zlib compressed data, best compression
485502816     0x1CF02F60      JPEG image data, JFIF standard 1.01
485502846     0x1CF02F7E      TIFF image data, little-endian offset of first image directory: 8
485503315     0x1CF03153      Copyright string: "Copyright Flag"
485503956     0x1CF033D4      JPEG image data, JFIF standard 1.02
485549164     0x1CF0E46C      PNG image, 740 x 229, 8-bit grayscale, non-interlaced
485549249     0x1CF0E4C1      Zlib compressed data, best compression
485550090     0x1CF0E80A      Zlib compressed data, best compression
485584581     0x1CF16EC5      PNG image, 740 x 217, 8-bit grayscale, non-interlaced
485584666     0x1CF16F1A      Zlib compressed data, best compression
485585507     0x1CF17263      Zlib compressed data, best compression
485625172     0x1CF20D54      PNG image, 740 x 224, 8-bit grayscale, non-interlaced
485625257     0x1CF20DA9      Zlib compressed data, best compression
485626098     0x1CF210F2      Zlib compressed data, best compression
485663451     0x1CF2A2DB      PNG image, 740 x 382, 8-bit grayscale, non-interlaced
485663536     0x1CF2A330      Zlib compressed data, best compression
485664377     0x1CF2A679      Zlib compressed data, best compression
485705213     0x1CF345FD      PNG image, 740 x 409, 8-bit grayscale, non-interlaced
485705298     0x1CF34652      Zlib compressed data, best compression
485752847     0x1CF4000F      PNG image, 740 x 209, 8-bit grayscale, non-interlaced
485752932     0x1CF40064      Zlib compressed data, best compression
485753773     0x1CF403AD      Zlib compressed data, best compression
485801527     0x1CF4BE37      PNG image, 427 x 250, 8-bit grayscale, non-interlaced
485801612     0x1CF4BE8C      Zlib compressed data, best compression
485804300     0x1CF4C90C      Zlib compressed data, best compression
485817836     0x1CF4FDEC      PNG image, 740 x 322, 8-bit grayscale, non-interlaced
485817921     0x1CF4FE41      Zlib compressed data, best compression
485818762     0x1CF5018A      Zlib compressed data, best compression
485849534     0x1CF579BE      PNG image, 740 x 237, 8-bit grayscale, non-interlaced
485849619     0x1CF57A13      Zlib compressed data, best compression
485850460     0x1CF57D5C      Zlib compressed data, best compression
485894464     0x1CF62940      PNG image, 740 x 226, 8-bit grayscale, non-interlaced
485894549     0x1CF62995      Zlib compressed data, best compression
485895390     0x1CF62CDE      Zlib compressed data, best compression
485936130     0x1CF6CC02      PNG image, 740 x 215, 8-bit grayscale, non-interlaced
485936252     0x1CF6CC7C      Zlib compressed data, best compression
485977519     0x1CF76DAF      PNG image, 650 x 214, 8-bit grayscale, non-interlaced
485977641     0x1CF76E29      Zlib compressed data, best compression
485999551     0x1CF7C3BF      PNG image, 740 x 251, 8-bit grayscale, non-interlaced
485999673     0x1CF7C439      Zlib compressed data, best compression
486039417     0x1CF85F79      PNG image, 442 x 442, 8-bit grayscale, non-interlaced
486039539     0x1CF85FF3      Zlib compressed data, best compression
486077806     0x1CF8F56E      PNG image, 507 x 431, 8-bit grayscale, non-interlaced
486126887     0x1CF9B527      PNG image, 740 x 250, 8-bit grayscale, non-interlaced
486127009     0x1CF9B5A1      Zlib compressed data, best compression
486169139     0x1CFA5A33      JPEG image data, JFIF standard 1.02
486169328     0x1CFA5AF0      Copyright string: "Copyright Flag"
486169969     0x1CFA5D71      JPEG image data, JFIF standard 1.02
486202603     0x1CFADCEB      PNG image, 740 x 231, 8-bit grayscale, non-interlaced
486202688     0x1CFADD40      Zlib compressed data, best compression
486203513     0x1CFAE079      Zlib compressed data, best compression
486227513     0x1CFB3E39      PNG image, 740 x 212, 8-bit grayscale, non-interlaced
486227598     0x1CFB3E8E      Zlib compressed data, best compression
486228423     0x1CFB41C7      Zlib compressed data, best compression
486256317     0x1CFBAEBD      PNG image, 740 x 197, 8-bit grayscale, non-interlaced
486256402     0x1CFBAF12      Zlib compressed data, best compression
486257227     0x1CFBB24B      Zlib compressed data, best compression
486286995     0x1CFC2693      PNG image, 740 x 180, 8-bit grayscale, non-interlaced
486287080     0x1CFC26E8      Zlib compressed data, best compression
486289752     0x1CFC3158      Zlib compressed data, best compression
486304303     0x1CFC6A2F      PNG image, 363 x 356, 8-bit grayscale, non-interlaced
486304388     0x1CFC6A84      Zlib compressed data, best compression
486305213     0x1CFC6DBD      Zlib compressed data, best compression
486344128     0x1CFD05C0      PNG image, 740 x 228, 8-bit grayscale, non-interlaced
486344213     0x1CFD0615      Zlib compressed data, best compression
486345038     0x1CFD094E      Zlib compressed data, best compression
486387342     0x1CFDAE8E      PNG image, 289 x 344, 8-bit grayscale, non-interlaced
486387427     0x1CFDAEE3      Zlib compressed data, best compression
486388252     0x1CFDB21C      Zlib compressed data, best compression
486407383     0x1CFDFCD7      PNG image, 740 x 208, 8-bit grayscale, non-interlaced
486407468     0x1CFDFD2C      Zlib compressed data, best compression
486408293     0x1CFE0065      Zlib compressed data, best compression
486450931     0x1CFEA6F3      PNG image, 740 x 215, 8-bit grayscale, non-interlaced
486451016     0x1CFEA748      Zlib compressed data, best compression
486451841     0x1CFEAA81      Zlib compressed data, best compression
486497228     0x1CFF5BCC      PNG image, 740 x 271, 8-bit grayscale, non-interlaced
486497313     0x1CFF5C21      Zlib compressed data, best compression
486498138     0x1CFF5F5A      Zlib compressed data, best compression
486535620     0x1CFFF1C4      PNG image, 392 x 604, 8-bit grayscale, non-interlaced
486535705     0x1CFFF219      Zlib compressed data, best compression
486536530     0x1CFFF552      Zlib compressed data, best compression
486567075     0x1D006CA3      PNG image, 740 x 288, 8-bit grayscale, non-interlaced
486567160     0x1D006CF8      Zlib compressed data, best compression
486567985     0x1D007031      Zlib compressed data, best compression
486605266     0x1D0101D2      PNG image, 304 x 434, 8-bit grayscale, non-interlaced
486605351     0x1D010227      Zlib compressed data, best compression
486606176     0x1D010560      Zlib compressed data, best compression
486630986     0x1D01664A      JPEG image data, JFIF standard 1.01
486660665     0x1D01DA39      PNG image, 635 x 630, 8-bit grayscale, non-interlaced
486660750     0x1D01DA8E      Zlib compressed data, best compression
486661575     0x1D01DDC7      Zlib compressed data, best compression
486703394     0x1D028122      PNG image, 740 x 251, 8-bit grayscale, non-interlaced
486703479     0x1D028177      Zlib compressed data, best compression
486704304     0x1D0284B0      Zlib compressed data, best compression
486750653     0x1D0339BD      PNG image, 740 x 252, 8-bit grayscale, non-interlaced
486750738     0x1D033A12      Zlib compressed data, best compression
486751563     0x1D033D4B      Zlib compressed data, best compression
486788743     0x1D03CE87      PNG image, 638 x 247, 8-bit grayscale, non-interlaced
486788828     0x1D03CEDC      Zlib compressed data, best compression
486789653     0x1D03D215      Zlib compressed data, best compression
486823677     0x1D0456FD      PNG image, 740 x 241, 8-bit grayscale, non-interlaced
486823762     0x1D045752      Zlib compressed data, best compression
486824587     0x1D045A8B      Zlib compressed data, best compression
486869831     0x1D050B47      PNG image, 550 x 227, 8-bit grayscale, non-interlaced
486869916     0x1D050B9C      Zlib compressed data, best compression
486870741     0x1D050ED5      Zlib compressed data, best compression
486888318     0x1D05537E      PNG image, 740 x 205, 8-bit grayscale, non-interlaced
486888403     0x1D0553D3      Zlib compressed data, best compression
486889228     0x1D05570C      Zlib compressed data, best compression
486918961     0x1D05CB31      PNG image, 311 x 452, 8-bit grayscale, non-interlaced
486919046     0x1D05CB86      Zlib compressed data, best compression
486919871     0x1D05CEBF      Zlib compressed data, best compression
486958012     0x1D0663BC      PNG image, 267 x 287, 8-bit grayscale, non-interlaced
486958097     0x1D066411      Zlib compressed data, best compression
486958922     0x1D06674A      Zlib compressed data, best compression
486976411     0x1D06AB9B      PNG image, 740 x 309, 8-bit grayscale, non-interlaced
486976496     0x1D06ABF0      Zlib compressed data, best compression
486977321     0x1D06AF29      Zlib compressed data, best compression
487023479     0x1D076377      PNG image, 740 x 275, 8-bit grayscale, non-interlaced
487023564     0x1D0763CC      Zlib compressed data, best compression
487024389     0x1D076705      Zlib compressed data, best compression
487058672     0x1D07ECF0      PNG image, 605 x 187, 8-bit grayscale, non-interlaced
487058757     0x1D07ED45      Zlib compressed data, best compression
487059582     0x1D07F07E      Zlib compressed data, best compression
487073182     0x1D08259E      PNG image, 372 x 411, 8-bit grayscale, non-interlaced
487073267     0x1D0825F3      Zlib compressed data, best compression
487075939     0x1D083063      Zlib compressed data, best compression
487110793     0x1D08B889      JPEG image data, JFIF standard 1.02
487110982     0x1D08B946      Copyright string: "Copyright Flag"
487111627     0x1D08BBCB      JPEG image data, JFIF standard 1.02
487146942     0x1D0945BE      PNG image, 663 x 357, 8-bit grayscale, non-interlaced
487147027     0x1D094613      Zlib compressed data, best compression
487149699     0x1D095083      Zlib compressed data, best compression
487189533     0x1D09EC1D      PNG image, 587 x 254, 8-bit grayscale, non-interlaced
487189618     0x1D09EC72      Zlib compressed data, best compression
487190443     0x1D09EFAB      Zlib compressed data, best compression
487223291     0x1D0A6FFB      PNG image, 740 x 217, 8-bit grayscale, non-interlaced
487223376     0x1D0A7050      Zlib compressed data, best compression
487224201     0x1D0A7389      Zlib compressed data, best compression
487266767     0x1D0B19CF      PNG image, 417 x 476, 8-bit/color RGB, non-interlaced
487266852     0x1D0B1A24      Zlib compressed data, best compression
487269524     0x1D0B2494      Zlib compressed data, best compression
487312899     0x1D0BCE03      PNG image, 740 x 218, 8-bit grayscale, non-interlaced
487312984     0x1D0BCE58      Zlib compressed data, best compression
487313809     0x1D0BD191      Zlib compressed data, best compression
487351281     0x1D0C63F1      PNG image, 740 x 175, 8-bit grayscale, non-interlaced
487351366     0x1D0C6446      Zlib compressed data, best compression
487352191     0x1D0C677F      Zlib compressed data, best compression
487388508     0x1D0CF55C      PNG image, 692 x 208, 8-bit grayscale, non-interlaced
487388593     0x1D0CF5B1      Zlib compressed data, best compression
487389418     0x1D0CF8EA      Zlib compressed data, best compression
487419466     0x1D0D6E4A      PNG image, 647 x 220, 8-bit grayscale, non-interlaced
487419551     0x1D0D6E9F      Zlib compressed data, best compression
487420376     0x1D0D71D8      Zlib compressed data, best compression
487452400     0x1D0DEEF0      PNG image, 389 x 337, 8-bit grayscale, non-interlaced
487452485     0x1D0DEF45      Zlib compressed data, best compression
487453310     0x1D0DF27E      Zlib compressed data, best compression
487479291     0x1D0E57FB      PNG image, 392 x 274, 8-bit grayscale, non-interlaced
487479376     0x1D0E5850      Zlib compressed data, best compression
487480201     0x1D0E5B89      Zlib compressed data, best compression
487500432     0x1D0EAA90      PNG image, 527 x 257, 8-bit grayscale, non-interlaced
487500517     0x1D0EAAE5      Zlib compressed data, best compression
487539952     0x1D0F44F0      PNG image, 301 x 410, 8-bit grayscale, non-interlaced
487540037     0x1D0F4545      Zlib compressed data, best compression
487540862     0x1D0F487E      Zlib compressed data, best compression
487564507     0x1D0FA4DB      PNG image, 569 x 303, 8-bit grayscale, non-interlaced
487564592     0x1D0FA530      Zlib compressed data, best compression
487565417     0x1D0FA869      Zlib compressed data, best compression
487595200     0x1D101CC0      PNG image, 296 x 330, 8-bit grayscale, non-interlaced
487595285     0x1D101D15      Zlib compressed data, best compression
487596110     0x1D10204E      Zlib compressed data, best compression
487620617     0x1D108009      PNG image, 458 x 249, 8-bit grayscale, non-interlaced
487620702     0x1D10805E      Zlib compressed data, best compression
487621527     0x1D108397      Zlib compressed data, best compression
487657364     0x1D110F94      JPEG image data, JFIF standard 1.02
487657394     0x1D110FB2      TIFF image data, big-endian, offset of first image directory: 8
487657861     0x1D111185      Copyright string: "Copyright Flag"
487658498     0x1D111402      JPEG image data, JFIF standard 1.02
487705133     0x1D11CA2D      PNG image, 330 x 335, 8-bit grayscale, non-interlaced
487705218     0x1D11CA82      Zlib compressed data, best compression
487706043     0x1D11CDBB      Zlib compressed data, best compression
487734229     0x1D123BD5      PNG image, 273 x 276, 8-bit grayscale, non-interlaced
487734314     0x1D123C2A      Zlib compressed data, best compression
487753260     0x1D12862C      PNG image, 651 x 258, 8-bit grayscale, non-interlaced
487753345     0x1D128681      Zlib compressed data, best compression
487754170     0x1D1289BA      Zlib compressed data, best compression
487777754     0x1D12E5DA      PNG image, 257 x 299, 8-bit grayscale, non-interlaced
487777839     0x1D12E62F      Zlib compressed data, best compression
487778680     0x1D12E978      Zlib compressed data, best compression
487794851     0x1D1328A3      PNG image, 740 x 217, 8-bit grayscale, non-interlaced
487794936     0x1D1328F8      Zlib compressed data, best compression
487795777     0x1D132C41      Zlib compressed data, best compression
487827771     0x1D13A93B      PNG image, 406 x 307, 8-bit grayscale, non-interlaced
487827856     0x1D13A990      Zlib compressed data, best compression
487828697     0x1D13ACD9      Zlib compressed data, best compression
487845446     0x1D13EE46      PNG image, 314 x 431, 8-bit grayscale, non-interlaced
487845531     0x1D13EE9B      Zlib compressed data, best compression
487846356     0x1D13F1D4      Zlib compressed data, best compression
487870436     0x1D144FE4      JPEG image data, JFIF standard 1.02
487870625     0x1D1450A1      Copyright string: "Copyright Flag"
487871266     0x1D145322      JPEG image data, JFIF standard 1.02
487890580     0x1D149E94      PNG image, 740 x 178, 8-bit grayscale, non-interlaced
487890665     0x1D149EE9      Zlib compressed data, best compression
487891490     0x1D14A222      Zlib compressed data, best compression
487928755     0x1D1533B3      PNG image, 305 x 340, 8-bit grayscale, non-interlaced
487928840     0x1D153408      Zlib compressed data, best compression
487929665     0x1D153741      Zlib compressed data, best compression
487947706     0x1D157DBA      PNG image, 740 x 220, 8-bit grayscale, non-interlaced
487947791     0x1D157E0F      Zlib compressed data, best compression
487948616     0x1D158148      Zlib compressed data, best compression
487980936     0x1D15FF88      PNG image, 579 x 158, 8-bit grayscale, non-interlaced
487981021     0x1D15FFDD      Zlib compressed data, best compression
487981846     0x1D160316      Zlib compressed data, best compression
488001043     0x1D164E13      PNG image, 348 x 346, 8-bit grayscale, non-interlaced
488001128     0x1D164E68      Zlib compressed data, best compression
488001953     0x1D1651A1      Zlib compressed data, best compression
488028504     0x1D16B958      PNG image, 349 x 363, 8-bit grayscale, non-interlaced
488028589     0x1D16B9AD      Zlib compressed data, best compression
488029414     0x1D16BCE6      Zlib compressed data, best compression
488051948     0x1D1714EC      PNG image, 507 x 226, 8-bit grayscale, non-interlaced
488052033     0x1D171541      Zlib compressed data, best compression
488052858     0x1D17187A      Zlib compressed data, best compression
488085089     0x1D179661      PNG image, 330 x 364, 8-bit grayscale, non-interlaced
488085174     0x1D1796B6      Zlib compressed data, best compression
488085999     0x1D1799EF      Zlib compressed data, best compression
488107814     0x1D17EF26      PNG image, 480 x 191, 8-bit grayscale, non-interlaced
488107899     0x1D17EF7B      Zlib compressed data, best compression
488108724     0x1D17F2B4      Zlib compressed data, best compression
488114603     0x1D1809AB      JPEG image data, JFIF standard 1.02
488114792     0x1D180A68      Copyright string: "Copyright Flag"
488115437     0x1D180CED      JPEG image data, JFIF standard 1.02
488140231     0x1D186DC7      PNG image, 740 x 224, 8-bit grayscale, non-interlaced
488140316     0x1D186E1C      Zlib compressed data, best compression
488141141     0x1D187155      Zlib compressed data, best compression
488184608     0x1D191B20      PNG image, 740 x 227, 8-bit grayscale, non-interlaced
488184693     0x1D191B75      Zlib compressed data, best compression
488185518     0x1D191EAE      Zlib compressed data, best compression
488224121     0x1D19B579      PNG image, 398 x 462, 8-bit grayscale, non-interlaced
488224206     0x1D19B5CE      Zlib compressed data, best compression
488225031     0x1D19B907      Zlib compressed data, best compression
488266411     0x1D1A5AAB      PNG image, 288 x 274, 8-bit grayscale, non-interlaced
488266496     0x1D1A5B00      Zlib compressed data, best compression
488267321     0x1D1A5E39      Zlib compressed data, best compression
488283326     0x1D1A9CBE      PNG image, 271 x 248, 8-bit grayscale, non-interlaced
488283411     0x1D1A9D13      Zlib compressed data, best compression
488284236     0x1D1AA04C      Zlib compressed data, best compression
488301432     0x1D1AE378      PNG image, 362 x 311, 8-bit grayscale, non-interlaced
488301517     0x1D1AE3CD      Zlib compressed data, best compression
488322060     0x1D1B340C      PNG image, 740 x 211, 8-bit grayscale, non-interlaced
488322145     0x1D1B3461      Zlib compressed data, best compression
488324817     0x1D1B3ED1      Zlib compressed data, best compression
488366567     0x1D1BE1E7      PNG image, 450 x 188, 8-bit grayscale, non-interlaced
488366652     0x1D1BE23C      Zlib compressed data, best compression
488367477     0x1D1BE575      Zlib compressed data, best compression
488381741     0x1D1C1D2D      PNG image, 360 x 349, 8-bit grayscale, non-interlaced
488381826     0x1D1C1D82      Zlib compressed data, best compression
488415286     0x1D1CA036      PNG image, 740 x 125, 8-bit/color RGB, non-interlaced
488415371     0x1D1CA08B      Zlib compressed data, best compression
488418043     0x1D1CAAFB      Zlib compressed data, compressed
488456126     0x1D1D3FBE      PNG image, 541 x 378, 8-bit grayscale, non-interlaced
488456211     0x1D1D4013      Zlib compressed data, best compression
488498672     0x1D1DE5F0      PNG image, 373 x 330, 8-bit grayscale, non-interlaced
488498757     0x1D1DE645      Zlib compressed data, best compression
488499582     0x1D1DE97E      Zlib compressed data, best compression
488516319     0x1D1E2ADF      PNG image, 423 x 427, 8-bit grayscale, non-interlaced
488516404     0x1D1E2B34      Zlib compressed data, best compression
488517229     0x1D1E2E6D      Zlib compressed data, best compression
488551450     0x1D1EB41A      PNG image, 688 x 249, 8-bit grayscale, non-interlaced
488551535     0x1D1EB46F      Zlib compressed data, best compression
488552360     0x1D1EB7A8      Zlib compressed data, best compression
488588752     0x1D1F45D0      PNG image, 740 x 162, 8-bit grayscale, non-interlaced
488588837     0x1D1F4625      Zlib compressed data, best compression
488589662     0x1D1F495E      Zlib compressed data, best compression
488604371     0x1D1F82D3      PNG image, 740 x 190, 8-bit grayscale, non-interlaced
488604456     0x1D1F8328      Zlib compressed data, best compression
488628568     0x1D1FE158      PNG image, 265 x 423, 8-bit grayscale, non-interlaced
488628653     0x1D1FE1AD      Zlib compressed data, best compression
488662615     0x1D206657      PNG image, 252 x 207, 8-bit/color RGB, non-interlaced
488662700     0x1D2066AC      Zlib compressed data, best compression
488665372     0x1D20711C      Zlib compressed data, best compression
488687340     0x1D20C6EC      PNG image, 654 x 260, 8-bit grayscale, non-interlaced
488687425     0x1D20C741      Zlib compressed data, best compression
488688250     0x1D20CA7A      Zlib compressed data, best compression
488718060     0x1D213EEC      PNG image, 740 x 243, 8-bit grayscale, non-interlaced
488718145     0x1D213F41      Zlib compressed data, best compression
488718970     0x1D21427A      Zlib compressed data, best compression
488764827     0x1D21F59B      PNG image, 740 x 243, 8-bit grayscale, non-interlaced
488764912     0x1D21F5F0      Zlib compressed data, best compression
488765737     0x1D21F929      Zlib compressed data, best compression
488808244     0x1D229F34      PNG image, 740 x 345, 8-bit grayscale, non-interlaced
488808329     0x1D229F89      Zlib compressed data, best compression
488809154     0x1D22A2C2      Zlib compressed data, best compression
488856795     0x1D235CDB      PNG image, 740 x 210, 8-bit grayscale, non-interlaced
488856880     0x1D235D30      Zlib compressed data, best compression
488857705     0x1D236069      Zlib compressed data, best compression
488895215     0x1D23F2EF      PNG image, 740 x 181, 8-bit grayscale, non-interlaced
488895300     0x1D23F344      Zlib compressed data, best compression
488896125     0x1D23F67D      Zlib compressed data, best compression
488912794     0x1D24379A      PNG image, 329 x 350, 8-bit grayscale, non-interlaced
488912879     0x1D2437EF      Zlib compressed data, best compression
488913704     0x1D243B28      Zlib compressed data, best compression
488933000     0x1D248688      PNG image, 291 x 490, 8-bit grayscale, non-interlaced
488933085     0x1D2486DD      Zlib compressed data, best compression
488933910     0x1D248A16      Zlib compressed data, best compression
488960491     0x1D24F1EB      PNG image, 358 x 540, 8-bit grayscale, non-interlaced
488960576     0x1D24F240      Zlib compressed data, best compression
488961324     0x1D24F52C      Zlib compressed data, best compression
488999597     0x1D258AAD      PNG image, 329 x 344, 8-bit grayscale, non-interlaced
488999682     0x1D258B02      Zlib compressed data, best compression
489000507     0x1D258E3B      Zlib compressed data, best compression
489029697     0x1D260041      PNG image, 543 x 460, 8-bit grayscale, non-interlaced
489029782     0x1D260096      Zlib compressed data, best compression
489058209     0x1D266FA1      PNG image, 740 x 300, 8-bit grayscale, non-interlaced
489058294     0x1D266FF6      Zlib compressed data, best compression
489059119     0x1D26732F      Zlib compressed data, best compression
489106243     0x1D272B43      PNG image, 405 x 357, 8-bit grayscale, non-interlaced
489106328     0x1D272B98      Zlib compressed data, best compression
489107153     0x1D272ED1      Zlib compressed data, best compression
489130080     0x1D278860      PNG image, 740 x 221, 8-bit grayscale, non-interlaced
489130165     0x1D2788B5      Zlib compressed data, best compression
489130990     0x1D278BEE      Zlib compressed data, best compression
489172480     0x1D282E00      JPEG image data, JFIF standard 1.02
489172510     0x1D282E1E      TIFF image data, big-endian, offset of first image directory: 8
489172977     0x1D282FF1      Copyright string: "Copyright Flag"
489173650     0x1D283292      JPEG image data, JFIF standard 1.02
489217253     0x1D28DCE5      JPEG image data, JFIF standard 1.01
489217442     0x1D28DDA2      Copyright string: "Copyright Flag"
489218103     0x1D28E037      JPEG image data, JFIF standard 1.02
489250011     0x1D295CDB      PNG image, 651 x 281, 8-bit grayscale, non-interlaced
489250096     0x1D295D30      Zlib compressed data, best compression
489250921     0x1D296069      Zlib compressed data, best compression
489282814     0x1D29DCFE      PNG image, 740 x 280, 8-bit grayscale, non-interlaced
489282899     0x1D29DD53      Zlib compressed data, best compression
489283724     0x1D29E08C      Zlib compressed data, best compression
489330688     0x1D2A9800      PNG image, 740 x 479, 8-bit grayscale, non-interlaced
489330773     0x1D2A9855      Zlib compressed data, best compression
489331598     0x1D2A9B8E      Zlib compressed data, best compression
489374530     0x1D2B4342      PNG image, 740 x 161, 8-bit grayscale, non-interlaced
489374615     0x1D2B4397      Zlib compressed data, best compression
489375440     0x1D2B46D0      Zlib compressed data, best compression
489408380     0x1D2BC77C      PNG image, 243 x 338, 8-bit grayscale, non-interlaced
489408465     0x1D2BC7D1      Zlib compressed data, best compression
489409290     0x1D2BCB0A      Zlib compressed data, best compression
489424779     0x1D2C078B      PNG image, 356 x 476, 8-bit grayscale, non-interlaced
489424864     0x1D2C07E0      Zlib compressed data, best compression
489425689     0x1D2C0B19      Zlib compressed data, best compression
489463519     0x1D2C9EDF      PNG image, 740 x 269, 8-bit grayscale, non-interlaced
489463604     0x1D2C9F34      Zlib compressed data, best compression
489464429     0x1D2CA26D      Zlib compressed data, best compression
489514959     0x1D2D67CF      JPEG image data, JFIF standard 1.02
489514989     0x1D2D67ED      TIFF image data, big-endian, offset of first image directory: 8
489515456     0x1D2D69C0      Copyright string: "Copyright Flag"
489516103     0x1D2D6C47      JPEG image data, JFIF standard 1.02
489547875     0x1D2DE863      PNG image, 740 x 265, 8-bit grayscale, non-interlaced
489547960     0x1D2DE8B8      Zlib compressed data, best compression
489548785     0x1D2DEBF1      Zlib compressed data, best compression
489588132     0x1D2E85A4      PNG image, 574 x 227, 8-bit grayscale, non-interlaced
489588217     0x1D2E85F9      Zlib compressed data, best compression
489589042     0x1D2E8932      Zlib compressed data, best compression
489616831     0x1D2EF5BF      PNG image, 740 x 270, 8-bit grayscale, non-interlaced
489616916     0x1D2EF614      Zlib compressed data, best compression
489617741     0x1D2EF94D      Zlib compressed data, best compression
489658542     0x1D2F98AE      PNG image, 612 x 242, 8-bit grayscale, non-interlaced
489658627     0x1D2F9903      Zlib compressed data, best compression
489659452     0x1D2F9C3C      Zlib compressed data, best compression
489682353     0x1D2FF5B1      PNG image, 383 x 321, 8-bit grayscale, non-interlaced
489682438     0x1D2FF606      Zlib compressed data, best compression
489683263     0x1D2FF93F      Zlib compressed data, best compression
489697359     0x1D30304F      PNG image, 740 x 271, 8-bit grayscale, non-interlaced
489697444     0x1D3030A4      Zlib compressed data, best compression
489698269     0x1D3033DD      Zlib compressed data, best compression
489738946     0x1D30D2C2      PNG image, 390 x 266, 8-bit grayscale, non-interlaced
489739031     0x1D30D317      Zlib compressed data, best compression
489739856     0x1D30D650      Zlib compressed data, best compression
489747849     0x1D30F589      PNG image, 357 x 630, 8-bit grayscale, non-interlaced
489747934     0x1D30F5DE      Zlib compressed data, best compression
489748759     0x1D30F917      Zlib compressed data, best compression
489796127     0x1D31B21F      JPEG image data, JFIF standard 1.02
489796157     0x1D31B23D      TIFF image data, big-endian, offset of first image directory: 8
489796624     0x1D31B410      Copyright string: "Copyright Flag"
489797279     0x1D31B69F      JPEG image data, JFIF standard 1.02
489838195     0x1D325673      PNG image, 740 x 342, 8-bit grayscale, non-interlaced
489838273     0x1D3256C1      Zlib compressed data, best compression
489886916     0x1D3314C4      PNG image, 740 x 212, 8-bit grayscale, non-interlaced
489887001     0x1D331519      Zlib compressed data, best compression
489887826     0x1D331852      Zlib compressed data, best compression
489925309     0x1D33AABD      JPEG image data, JFIF standard 1.02
489925339     0x1D33AADB      TIFF image data, big-endian, offset of first image directory: 8
489925806     0x1D33ACAE      Copyright string: "Copyright Flag"
489926447     0x1D33AF2F      JPEG image data, JFIF standard 1.02
489957327     0x1D3427CF      PNG image, 605 x 302, 8-bit grayscale, non-interlaced
489957412     0x1D342824      Zlib compressed data, best compression
489958237     0x1D342B5D      Zlib compressed data, best compression
489996503     0x1D34C0D7      PNG image, 740 x 239, 8-bit grayscale, non-interlaced
489996588     0x1D34C12C      Zlib compressed data, best compression
489997413     0x1D34C465      Zlib compressed data, best compression
490024100     0x1D352CA4      PNG image, 698 x 308, 8-bit grayscale, non-interlaced
490024185     0x1D352CF9      Zlib compressed data, best compression
490025010     0x1D353032      Zlib compressed data, best compression
490061158     0x1D35BD66      PNG image, 740 x 177, 8-bit grayscale, non-interlaced
490061243     0x1D35BDBB      Zlib compressed data, best compression
490062068     0x1D35C0F4      Zlib compressed data, best compression
490093368     0x1D363B38      PNG image, 448 x 509, 8-bit grayscale, non-interlaced
490093453     0x1D363B8D      Zlib compressed data, best compression
490094278     0x1D363EC6      Zlib compressed data, best compression
490132321     0x1D36D361      PNG image, 441 x 147, 8-bit grayscale, non-interlaced
490132406     0x1D36D3B6      Zlib compressed data, best compression
490133231     0x1D36D6EF      Zlib compressed data, best compression
490144110     0x1D37016E      PNG image, 295 x 454, 8-bit grayscale, non-interlaced
